repo_path	drive_id	drive_title	mime_type	drive_size_bytes	drive_modified	md5	status
The Method Materials/THREEBODY-DELIVERY-1/audit.log	1EKPdiITeSarP_dF7iZevjTXtElYtolde	audit.log	text/plain	1620	2026-09-01T20:30:52.240Z	3cc67acaa9d90d25c8c194c57a8772ff	ok
The Method Materials/THREEBODY-DELIVERY-1/audit.py	1M1gDcMWZexgOHN913Nfow2dNmkXwxDe0	audit.py	text/x-python	4792	2026-09-01T20:30:52.188Z	f12c16616d4e37dfbcb98e0b2c56ee16	ok
The Method Materials/THREEBODY-DELIVERY-1/audit__1UF_0o9mfk53HzBS3Dxp5kaQseVAFfStV.py	1UF_0o9mfk53HzBS3Dxp5kaQseVAFfStV	audit.py	text/x-python	4792	2026-09-01T20:26:52.183Z	f12c16616d4e37dfbcb98e0b2c56ee16	ok
The Method Materials/THREEBODY-DELIVERY-1/audit__1uFA8e5lruQ3eNURexli2I4HbvoxDMcnI.log	1uFA8e5lruQ3eNURexli2I4HbvoxDMcnI	audit.log	text/plain	1620	2026-09-01T20:27:44.017Z	3cc67acaa9d90d25c8c194c57a8772ff	ok
The Method Materials/THREEBODY-DELIVERY-1/audit_state1_failing.log	1-_PdbAob2UsaNfFIOj0krz8mj0Idg8h7	audit_state1_failing.log	text/plain	1633	2026-09-01T20:30:52.353Z	4cfc454dbf2403957caf9e5d5667f390	ok
The Method Materials/THREEBODY-DELIVERY-1/audit_state1_failing.py	1-7PsPqIABzBtorfA35ZGafGX2qIxJojq	audit_state1_failing.py	text/x-python	4849	2026-09-01T20:30:51.943Z	1f5c97feb5162410dc0ea96ef75de186	ok
The Method Materials/THREEBODY-DELIVERY-1/audit_state1_failing__1aHjZg2vIHlQjtV1OBR4kFbwx6EdArniN.py	1aHjZg2vIHlQjtV1OBR4kFbwx6EdArniN	audit_state1_failing.py	text/x-python	4849	2026-09-01T20:27:21.957Z	1f5c97feb5162410dc0ea96ef75de186	ok
The Method Materials/THREEBODY-DELIVERY-1/audit_state1_failing__1h9RILv9M4kqlL1tLQ7i965tiwZBzoEYR.log	1h9RILv9M4kqlL1tLQ7i965tiwZBzoEYR	audit_state1_failing.log	text/plain	1633	2026-09-01T20:27:53.635Z	4cfc454dbf2403957caf9e5d5667f390	ok
The Method Materials/THREEBODY-DELIVERY-1/caps_table.log	1ezcmEWZsmkDijlp_ZmVG_Kr3rNNWjWfG	caps_table.log	text/plain	271	2026-09-01T20:30:52.034Z	bd87625108e27455c0948d988a369cfd	ok
The Method Materials/THREEBODY-DELIVERY-1/caps_table.py	12-chmQtsLh5eTAo00HVc0tQ-jn3kJm3M	caps_table.py	text/x-python	618	2026-09-01T20:30:51.743Z	f72a997b8deec05c3a68b77c3f69e8c9	ok
The Method Materials/THREEBODY-DELIVERY-1/caps_table__1EBiH5rPlw6WiIV7SZznqWI9inx1oqKAa.py	1EBiH5rPlw6WiIV7SZznqWI9inx1oqKAa	caps_table.py	text/x-python	618	2026-09-01T20:28:12.064Z	f72a997b8deec05c3a68b77c3f69e8c9	ok
The Method Materials/THREEBODY-DELIVERY-1/caps_table__1LRgN8psRWM8RQ7Q9qiT7RMrAcRzuKjge.log	1LRgN8psRWM8RQ7Q9qiT7RMrAcRzuKjge	caps_table.log	text/plain	271	2026-09-01T20:28:17.382Z	bd87625108e27455c0948d988a369cfd	ok
The Method Materials/THREEBODY-DELIVERY-1/fig1_shape_sphere.png	1bd8xGtUUpPY6JwvZg7nU69f1KW8ofsnc	fig1_shape_sphere.png	image/png	183331	2026-09-01T20:30:52.283Z	65950967081a64f0574e376880332b12	ok
The Method Materials/THREEBODY-DELIVERY-1/fig2_closure_defect.png	1ev-Aj2Tk7_e8nmdHXkOv6L16c9Ggjyjh	fig2_closure_defect.png	image/png	48636	2026-09-01T20:30:52.552Z	d1e860f916267b355f462b6e728ffc2f	ok
The Method Materials/THREEBODY-DELIVERY-1/fig3_tower.png	19kKfPl_s8dhzK8UmRC5XjP2Oh_QoZ6Fp	fig3_tower.png	image/png	59091	2026-09-01T20:30:52.452Z	28e8b6f3c0de4cd304a51b3a78b6e9d0	ok
The Method Materials/THREEBODY-DELIVERY-1/fig4_equator_potential.png	1jkKkU0rD6CmW3cSqiKvK319qo4cuuzDQ	fig4_equator_potential.png	image/png	100653	2026-09-01T20:30:52.505Z	4b9b16ec1017cec3db3f1ccc704fdba5	ok
The Method Materials/THREEBODY-DELIVERY-1/fig5_constraint_graphs.png	1Kwl57-RKTbzJVUErbXih_aMY9k6Y6Avw	fig5_constraint_graphs.png	image/png	39089	2026-09-01T20:30:51.611Z	bd1ce4f3d0a54b0ccff6596310a291d7	ok
The Method Materials/THREEBODY-DELIVERY-1/figs.log	12jluKWnoiRs0k9hIULyyBXN1dozm9WYb	figs.log	text/plain	222	2026-09-01T20:30:51.984Z	18c3d762264b498ce42d3e314aed6a0b	ok
The Method Materials/THREEBODY-DELIVERY-1/figs.py	1NX-ofzSuOfcb0K0-e9xmM401t0wfGBGZ	figs.py	text/x-python	3778	2026-09-01T20:30:52.653Z	ec889beba73204de8972599f1828937f	ok
The Method Materials/THREEBODY-DELIVERY-1/figs2.py	19JrJUjm0akwWXOlMkeTlLP-8mM3TxEbB	figs2.py	text/x-python	2007	2026-09-01T20:30:51.787Z	c3fcb0be0263bf799f5512ff02479245	ok
The Method Materials/THREEBODY-DELIVERY-1/figs2__17gV4nv-Zhoso3HgGM8q_8DwNMfbKaqbX.py	17gV4nv-Zhoso3HgGM8q_8DwNMfbKaqbX	figs2.py	text/x-python	2007	2026-09-01T20:28:53.308Z	c3fcb0be0263bf799f5512ff02479245	ok
The Method Materials/THREEBODY-DELIVERY-1/figs__1SJ9u6W-zeDwDsM8ESvaGupkGw3FPo98Y.py	1SJ9u6W-zeDwDsM8ESvaGupkGw3FPo98Y	figs.py	text/x-python	3778	2026-09-01T20:28:39.137Z	ec889beba73204de8972599f1828937f	ok
The Method Materials/THREEBODY-DELIVERY-1/figs__1yT4bJ_CcCuH1tUMB2Lwwaaj3KJXwrlv8.log	1yT4bJ_CcCuH1tUMB2Lwwaaj3KJXwrlv8	figs.log	text/plain	222	2026-09-01T20:29:08.282Z	18c3d762264b498ce42d3e314aed6a0b	ok
The Method Materials/THREEBODY-DELIVERY-1/ground-run.log	1fgBV7DyzbJjJYpdeUfG0-uw82qiW_NsE	ground-run.log	text/plain	294	2026-09-01T20:30:53.011Z	6bc5a6196d6de9348b6618fb92d27fe4	ok
The Method Materials/THREEBODY-DELIVERY-1/ground-run.log.txt	1Hb1MA9uyo4MUMCN01kmDwJtLiliVYKG3	ground-run.log.txt	text/plain	294	2026-09-01T20:30:53.282Z	6bc5a6196d6de9348b6618fb92d27fe4	ok
The Method Materials/THREEBODY-DELIVERY-1/ground.py	14NqMB3L_i2DuFNp2atcOTnB5fwoezplq	ground.py	text/x-python	6472	2026-09-01T20:30:53.230Z	236975ac23aa29960d4f7c2a4d200cd6	ok
The Method Materials/THREEBODY-DELIVERY-1/ground__1KM5FnOkzWXEflsA-38iVfSVE2L8Q61vx.py	1KM5FnOkzWXEflsA-38iVfSVE2L8Q61vx	ground.py	text/x-python	6472	2026-09-01T20:30:52.893Z	236975ac23aa29960d4f7c2a4d200cd6	ok
The Method Materials/THREEBODY-DELIVERY-1/n8_check.log	1_bKM6jjjkkRSXDVh2UUDEbOmfvvtECdW	n8_check.log	text/plain	1221	2026-09-01T20:30:52.133Z	5d140ad0c7cf1b0d26b7482d82bc35e1	ok
The Method Materials/THREEBODY-DELIVERY-1/n8_check.py	1Nnaz6iTBPNnvUBZoYRgvqgWvq8QZA1qw	n8_check.py	text/x-python	1719	2026-09-01T20:30:52.598Z	ab823f22180baa476b623e0f55ae8c06	ok
The Method Materials/THREEBODY-DELIVERY-1/n8_check__16oB_Z9C6vOkyqpgcqRl3SwH_fNuPWshV.log	16oB_Z9C6vOkyqpgcqRl3SwH_fNuPWshV	n8_check.log	text/plain	1221	2026-09-01T20:28:05.329Z	5d140ad0c7cf1b0d26b7482d82bc35e1	ok
The Method Materials/THREEBODY-DELIVERY-1/n8_check__1dUTIAGoVk2a7whu8nKiqWEM8FiWds-eL.py	1dUTIAGoVk2a7whu8nKiqWEM8FiWds-eL	n8_check.py	text/x-python	1719	2026-09-01T20:27:34.689Z	ab823f22180baa476b623e0f55ae8c06	ok
The Method Materials/THREEBODY-DELIVERY-1/routh_check.log	106wa8v4JxHwXYY4HbZda6xp7oMTJgLa6	routh_check.log	text/plain	90	2026-09-01T20:30:51.889Z	3fa04ee0f0b05e8246bd9eb119d8dd1d	ok
The Method Materials/THREEBODY-DELIVERY-1/routh_check.py	1Tu_OsunGYNCwzTgWEQljK7Tno__CLvpw	routh_check.py	text/x-python	366	2026-09-01T20:30:52.391Z	23842800b311327175ecdd0ef311473b	ok
The Method Materials/THREEBODY-DELIVERY-1/routh_check__1VlBySZc2FiYgQ9T_0m1uur2R_pPHLwlx.log	1VlBySZc2FiYgQ9T_0m1uur2R_pPHLwlx	routh_check.log	text/plain	90	2026-09-01T20:29:03.339Z	3fa04ee0f0b05e8246bd9eb119d8dd1d	ok
The Method Materials/THREEBODY-DELIVERY-1/routh_check__1paQDhyTU_KaZTNlOC1Z7r2Miqdg68iyO.py	1paQDhyTU_KaZTNlOC1Z7r2Miqdg68iyO	routh_check.py	text/x-python	366	2026-09-01T20:28:58.673Z	23842800b311327175ecdd0ef311473b	ok
The Method Materials/TIMEPAPER-MAP-1.md	1KE9-QxFG7My3T0Jn3SlmLm7naDwcWYi2	TIMEPAPER-MAP-1.md	text/markdown	28042	2026-08-28T16:16:35.778Z	ac2d495d18fdf141e7aefc9731d5fd32	ok
The Method Materials/The Method 1.2-1.pdf	1tpqDTOk6Ay0Fnal4P_R-68lYx0Hou55y	The Method 1.2-1.pdf	application/pdf	3479456	2026-08-26T14:53:58.724Z	a4689fb36d208461cc2f8e8d3abb61fd	ok
The Method Materials/The Method 1.6 — Mathematical Compendium-1.md	18WqKx1Jo0fZv1ixsjzs1RGPWeyfK1g_J	The Method 1.6 — Mathematical Compendium-1.md	text/markdown	188768	2026-08-24T01:54:52.280Z	5f72f29f1e5a70f038d647948f161852	ok
The Method Materials/The Method 1.6 — Spectra Compendium-1.md	1EAY4asWBvYy7CtDx9ou9RmC734gZilQp	The Method 1.6 — Spectra Compendium-1.md	text/markdown	78292	2026-08-24T01:54:52.025Z	e29ad247cab5f1e9046c209b0dc146d4	ok
The Method Materials/The Method 1.6 — The Index of Indices-1.md	1UFEDmKqPRNsHsL2mUeLIr_XpP_arO66G	The Method 1.6 — The Index of Indices-1.md	text/markdown	89393	2026-08-24T01:54:52.139Z	1d4b5832adab66140f20d897e73d2607	ok
The Method Materials/The Method 1.6 — The Physics Compendium-1.md	1BZEEwNPlca3YV5Gr_jHbQoRN7SegtPLy	The Method 1.6 — The Physics Compendium-1.md	text/markdown	43519	2026-08-24T01:54:51.916Z	dc9f8e79f202f4111240937cb0a85496	ok
The Method Materials/The Method 1.6 — The Register.md	1qnSBllfgl9zD56xZj3jdyFtdAAu3osej	The Method 1.6 — The Register.md	text/markdown	1145832	2026-08-24T01:54:51.569Z	96b5fc2aca602a2d6bc899c93686458e	ok
The Method Materials/The Method 1.6.md	1ID8TQt-0M4pMrIyl2e4CDkSH17QD09_N	The Method 1.6.md	text/markdown	738550	2026-08-24T01:54:51.787Z	49900cf41f818ab789bb90fc596ac977	ok
The Method Materials/The Method Preview.pdf	1Yh0gyT2tKiZ3ofa7jV1buCXRHKv-JwCE	The Method Preview.pdf	application/pdf	3450186	2026-07-30T20:10:23.030Z	03cdb040f0c14cf12481e52fb7cf209a	ok
The Method Materials/The_Method.pdf	1nKNv-rw7PCG-u3aeO1b3mnuDNNJfA7BL	The_Method.pdf	application/pdf	3375364	2026-08-26T14:53:43.291Z	2ec5927d1779c2b72645664c22749f5e	ok
The Method Materials/The_Method_1_6_ARCHIVE1_legacy_handoffs_ch12-15.md	1mfQaH_81Tg8G0-e2i1x0HKvZb9FY2poz	The_Method_1_6_ARCHIVE1_legacy_handoffs_ch12-15.md	text/markdown	3743970	2026-09-01T21:49:49.465Z	5a5c0829fa234dde4f12ac240fc7dec4	ok
The Method Materials/The_Method_1_6_BUILD101_compendia_papers_audits.md	1y7hS0RgId6j8sDIVrWLraV0O5k4Nj6JI	The_Method_1_6_BUILD101_compendia_papers_audits.md	text/markdown	3204034	2026-08-30T16:14:38.151Z	893a9826a02ce6065715425d5603a796	ok
The Method Materials/The_Method_1_6_BUILD102_compendia_papers_audits.md	1WLKeaSJCX1f5IaGML1ftWxBnYEMp5qmQ	The_Method_1_6_BUILD102_compendia_papers_audits.md	text/markdown	3301547	2026-08-30T16:56:12.811Z	2e47effae1c96afec1804c3ab5bd03da	ok
The Method Materials/The_Method_1_6_BUILD103_compendia_papers_audits.md	18YtCq7MrD1NuS4RyzzwqJqFhd3I4Tdd3	The_Method_1_6_BUILD103_compendia_papers_audits.md	text/markdown	3397534	2026-08-30T17:48:15.619Z	fcf00e08efeaf4b43daa90d403fe1120	ok
The Method Materials/The_Method_1_6_BUILD104_compendia_papers_audits.md	1I1wneqPF9W6li8t1tZaay27zF1W9rxuB	The_Method_1_6_BUILD104_compendia_papers_audits.md	text/markdown	3484798	2026-08-30T18:50:22.896Z	5a2783c96d8590d44239da351e143d7b	ok
The Method Materials/The_Method_1_6_BUILD105_compendia_papers_audits.md	1pDyrES-FdwwAlon-qvGvx7bjs4ixI8JF	The_Method_1_6_BUILD105_compendia_papers_audits.md	text/markdown	3548190	2026-08-30T20:11:04.179Z	15a488fd48bdcd5e101864d072301aac	ok
The Method Materials/The_Method_1_6_BUILD106_compendia_papers_audits.md	1n8yTM95dVEzxw0vxe0HtFEOlcjKjJPTw	The_Method_1_6_BUILD106_compendia_papers_audits.md	text/markdown	3612239	2026-08-30T20:34:38.209Z	8c25fa04de8ea2634abfd06eb0a365f4	ok
The Method Materials/The_Method_1_6_BUILD107_compendia_papers_audits.md	1CQcmz_j2UGgbUPp1RA_spYPBAWBE4nZ1	The_Method_1_6_BUILD107_compendia_papers_audits.md	text/markdown	3697055	2026-08-30T21:14:51.198Z	74cf80c09c6f1e1687f31b185fa391a0	ok
The Method Materials/The_Method_1_6_BUILD109_compendia_papers_audits.md	1NnbAN6Gm41vKBnjAcleQEc8-sQ55-Mpt	The_Method_1_6_BUILD109_compendia_papers_audits.md	text/markdown	3754164	2026-08-30T22:10:23.749Z	2318980803bf6453c46d04a92f2e44ae	ok
The Method Materials/The_Method_1_6_BUILD10_compendia_papers_audits.md	1mXyUzw3eWwJMCsQkQcINSO6QdlnWpkPo	The_Method_1_6_BUILD10_compendia_papers_audits.md	text/markdown	731605	2026-08-24T18:07:36.811Z	334b5f5c5d5dc0e2b146d1b5c2e8f23f	ok
The Method Materials/The_Method_1_6_BUILD10_main_and_register.md	1aruHJ_ETL8TEU2khBQkhVfzgIA3A2ZY9	The_Method_1_6_BUILD10_main_and_register.md	text/markdown	2022827	2026-08-24T18:07:36.930Z	568c4a7e0b5abac0fae04c3dc8a65509	ok
The Method Materials/The_Method_1_6_BUILD110_compendia_papers_audits.md	1YlJp4-tcR51QQpsHs7d7FSq33w9FyUzP	The_Method_1_6_BUILD110_compendia_papers_audits.md	text/markdown	3847043	2026-08-30T22:52:21.688Z	ae40d38bd00663adbf5a1f64fca6c274	ok
The Method Materials/The_Method_1_6_BUILD111_compendia_papers_audits.md	1ya3O4ZtpHH9t3_-51FQuVnXBSFtajtL-	The_Method_1_6_BUILD111_compendia_papers_audits.md	text/markdown	3911814	2026-08-30T23:46:36.116Z	5e949b9f51950431dc0e69b2fe81d7ae	ok
The Method Materials/The_Method_1_6_BUILD112_compendia_papers_audits.md	1klgAh_oGOrFZXk-bQlCNaloiK8A5mxSu	The_Method_1_6_BUILD112_compendia_papers_audits.md	text/markdown	3968759	2026-08-31T00:03:03.161Z	89e1b72a60d5f3c2a430460c9b2bc7b4	ok
The Method Materials/The_Method_1_6_BUILD113_compendia_papers_audits.md	1KfQdnUy5f7subFSGnKU30f_TId9-Qp2A	The_Method_1_6_BUILD113_compendia_papers_audits.md	text/markdown	4076805	2026-08-31T00:48:26.742Z	580489a6542693ff3cfd4cbc343bf9d1	ok
The Method Materials/The_Method_1_6_BUILD114_compendia_papers_audits.md	1FOJYaAzy2YnRy3S-yZW9-Q3O3sWiIl0G	The_Method_1_6_BUILD114_compendia_papers_audits.md	text/markdown	4160492	2026-08-31T01:39:46.890Z	e9e63a4aa475265d159c5099c4368bdb	ok
The Method Materials/The_Method_1_6_BUILD115_compendia_papers_audits.md	1X9Fh-bv0UTkU5jfRxzUJbSc1hzLlxHUN	The_Method_1_6_BUILD115_compendia_papers_audits.md	text/markdown	4240326	2026-08-31T02:45:37.217Z	7cbc33157f4d5b895626de71446fe337	ok
The Method Materials/The_Method_1_6_BUILD116_compendia_papers_audits.md	1iowBWNNsE9NGQvN_3XjiUc02dbbwhp1a	The_Method_1_6_BUILD116_compendia_papers_audits.md	text/markdown	4313830	2026-08-31T03:58:18.179Z	c60a66deae8a4ab07212a833c92876de	ok
The Method Materials/The_Method_1_6_BUILD117_compendia_papers_audits.md	1wrVxvc0uryvr8AzGpWbRjc8K4MXAULOG	The_Method_1_6_BUILD117_compendia_papers_audits.md	text/markdown	4367039	2026-08-31T04:19:19.712Z	2d9cdedc114e1f0ea5f3d4ad08284460	ok
The Method Materials/The_Method_1_6_BUILD118_compendia_papers_audits.md	11uVuWeMpsNBA7uR8ygnRFHE65nFIfR8L	The_Method_1_6_BUILD118_compendia_papers_audits.md	text/markdown	4419897	2026-08-31T05:00:33.451Z	21b137803bcb3874e08c65da758a4757	ok
The Method Materials/The_Method_1_6_BUILD119_compendia_papers_audits.md	1Dr0fc2TmgOw7Oxv--rcNmXvQU1-795iZ	The_Method_1_6_BUILD119_compendia_papers_audits.md	text/markdown	4504793	2026-08-31T06:05:13.607Z	c597ed5a60c4c34f6e8ffdb0dbfb57b6	ok
The Method Materials/The_Method_1_6_BUILD120_compendia_papers_audits.md	1m8j_Mo8aEYQhqXb5_O4juNQYISge_24N	The_Method_1_6_BUILD120_compendia_papers_audits.md	text/markdown	4562844	2026-08-31T06:28:31.656Z	2fa064d8b902a15adcdec892ef8aab9e	ok
The Method Materials/The_Method_1_6_BUILD121_compendia_papers_audits.md	1DdPrSu8r6cMlZ1RMDxPERuBDTCWlo8ab	The_Method_1_6_BUILD121_compendia_papers_audits.md	text/markdown	4645439	2026-08-31T06:57:41.716Z	2e26cf21a6f9726767500b6a5741791b	ok
The Method Materials/The_Method_1_6_BUILD122_compendia_papers_audits.md	10Z0e5PnMfmJh97OnX85XmSTcIseCVeoX	The_Method_1_6_BUILD122_compendia_papers_audits.md	text/markdown	4746122	2026-08-31T14:54:19.627Z	ac1f2310cc19e7fd60686cb90861134a	ok
The Method Materials/The_Method_1_6_BUILD124_compendia_papers_audits.md	1a7RireDd2l_m0o4tMN9pgzvRfdbJVb23	The_Method_1_6_BUILD124_compendia_papers_audits.md	text/markdown	4876770	2026-08-31T15:32:57.260Z	e70282ed1c8e341dd3ca25a3dff214bd	ok
The Method Materials/The_Method_1_6_BUILD125_compendia_papers_audits.md	1Ud8lQgyqRy8RNVWgj4MybBiKtr5x6KVN	The_Method_1_6_BUILD125_compendia_papers_audits.md	text/markdown	4975877	2026-08-31T15:58:48.180Z	03feb9343ca1fd6527e90a4d1c799022	ok
The Method Materials/The_Method_1_6_BUILD126_compendia_papers_audits.md	1otJ6WuLPSr9g_cFUcq-x36Uwam375e7U	The_Method_1_6_BUILD126_compendia_papers_audits.md	text/markdown	5038070	2026-08-31T16:19:22.528Z	8a43b95743867e3e41bc24c08ecc3db6	ok
The Method Materials/The_Method_1_6_BUILD127_compendia_papers_audits.md	1ZK7BUYS8UK_XtdhemKNx_sNjijCtAJna	The_Method_1_6_BUILD127_compendia_papers_audits.md	text/markdown	5125193	2026-08-31T16:43:09.218Z	4dceeceede860686704b4f07f793f5db	ok
The Method Materials/The_Method_1_6_BUILD128_compendia_papers_audits.md	1i58-nFbOfbq2Q_fgwkKROw9COkPSPKaF	The_Method_1_6_BUILD128_compendia_papers_audits.md	text/markdown	5224787	2026-08-31T17:08:02.906Z	f2b9893f2f4483b07e5981ed3159f73e	ok
The Method Materials/The_Method_1_6_BUILD129_compendia_papers_audits.md	1lv2yTryOW3azz8Xa6fXwQJUw6k4jIjom	The_Method_1_6_BUILD129_compendia_papers_audits.md	text/markdown	5300989	2026-08-31T17:26:30.505Z	b5fd5d3a6dd81a3a2ea4f8077784ad76	ok
The Method Materials/The_Method_1_6_BUILD130_compendia_papers_audits.md	1tYBi5m9-Tt8ZsR5n6VXkGCt86vMZdA9y	The_Method_1_6_BUILD130_compendia_papers_audits.md	text/markdown	5359260	2026-08-31T20:32:35.375Z	16b9f2c4c495cca4a8c03bda939861e4	ok
The Method Materials/The_Method_1_6_BUILD131_compendia_papers_audits.md	14Kdt0mFxBhxzMn6ViUpP1tvJXzOz2p1m	The_Method_1_6_BUILD131_compendia_papers_audits.md	text/markdown	5436504	2026-08-31T20:59:27.200Z	1b7bd7d4ebb895e82fc0a09758920a19	ok
The Method Materials/The_Method_1_6_BUILD132_compendia_papers_audits.md	1achP6rn4hhURBAJTgtnhxh8HKJpAkTyb	The_Method_1_6_BUILD132_compendia_papers_audits.md	text/markdown	5517320	2026-08-31T22:00:16.985Z	8f2f9e70fefca6f02374c25365d9fe91	ok
The Method Materials/The_Method_1_6_BUILD133_compendia_papers_audits.md	1n4stGhK94Reiz2LdQ5zG0GurgOzXDPZ9	The_Method_1_6_BUILD133_compendia_papers_audits.md	text/markdown	5585336	2026-08-31T22:28:21.525Z	2eaa2f1523778581fabc996800de49ea	ok
The Method Materials/The_Method_1_6_BUILD134_compendia_papers_audits.md	1k1_iTWx3PqW5faNXvATY1VVkmUwbPDYb	The_Method_1_6_BUILD134_compendia_papers_audits.md	text/markdown	5664255	2026-08-31T22:54:26.671Z	fb59fd89d62332f6917cdaa403000fae	ok
The Method Materials/The_Method_1_6_BUILD135_compendia_papers_audits.md	1Tec0kU4U8pWuDoWPEzyKJb5MeXtlgIwE	The_Method_1_6_BUILD135_compendia_papers_audits.md	text/markdown	5744660	2026-08-31T23:13:38.138Z	255fac94aff1232dc221750c1eb938d5	ok
The Method Materials/The_Method_1_6_BUILD136_compendia_papers_audits.md	1hTEWdhsQg4zL_eQNizKmKEZ3yCM7QoPb	The_Method_1_6_BUILD136_compendia_papers_audits.md	text/markdown	5802714	2026-08-31T23:34:03.935Z	a2a248771a3d97d26b8afa8281f057ef	ok
The Method Materials/The_Method_1_6_BUILD137_compendia_papers_audits.md	1-2sw2Xw_0FQqBaoSgdHKg6yJ9aGzUjld	The_Method_1_6_BUILD137_compendia_papers_audits.md	text/markdown	5878710	2026-08-31T23:54:47.497Z	94f218fb6c0b25e028456115408b3943	ok
The Method Materials/The_Method_1_6_BUILD138_compendia_papers_audits.md	1FO5uiUgKcBy3X8o9Iw91GiMnMeVfwgQ_	The_Method_1_6_BUILD138_compendia_papers_audits.md	text/markdown	5965007	2026-09-01T00:35:01.709Z	d55b54a88f01d58e19ccf7b9c64849b8	ok
The Method Materials/The_Method_1_6_BUILD139_compendia_papers_audits.md	1w-XbMfNsmC9DERa4CL2EPBLu6u4kKe2x	The_Method_1_6_BUILD139_compendia_papers_audits.md	text/markdown	6043096	2026-09-01T00:59:36.961Z	9a213b744df5bee6e6f738db509290ea	ok
The Method Materials/The_Method_1_6_BUILD140_compendia_papers_audits.md	1ns5dmkhyVWqtri_aWfQQ8i-IIGr-lSqa	The_Method_1_6_BUILD140_compendia_papers_audits.md	text/markdown	6111244	2026-09-01T01:20:25.737Z	8c136bd2fe7a8cd106ec734b386b2dba	ok
The Method Materials/The_Method_1_6_BUILD141_compendia_papers_audits.md	1kwJwGBDKeGCPC9GYevG3J6TbITEXRnEJ	The_Method_1_6_BUILD141_compendia_papers_audits.md	text/markdown	6187658	2026-09-01T01:37:20.113Z	e0c22a537a99a4bc4f9b0451f16a274b	ok
The Method Materials/The_Method_1_6_BUILD142_compendia_papers_audits.md	1BFQ2cbLLGqB5v1rsQ1Pk7BrBo97BozUY	The_Method_1_6_BUILD142_compendia_papers_audits.md	text/markdown	6303034	2026-09-01T02:24:53.031Z	ddbd9bd1ac53fb656a51ca1ef68b65e1	ok
The Method Materials/The_Method_1_6_BUILD143_compendia_papers_audits.md	1jkCLwgZ_nLrqI3mGx5OrCUdX7B4hSbhm	The_Method_1_6_BUILD143_compendia_papers_audits.md	text/markdown	6365840	2026-09-01T02:43:06.358Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD144_compendia_papers_audits.md	1nSzHi73TLaSUd8qLOdLCZPpogB2AzCc0	The_Method_1_6_BUILD144_compendia_papers_audits.md	text/markdown	6434811	2026-09-01T03:13:06.780Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD145_compendia_papers_audits.md	1DrVRiOI7Qo78MFheBj2wg3z8MQpZHKCE	The_Method_1_6_BUILD145_compendia_papers_audits.md	text/markdown	6526641	2026-09-01T03:35:04.140Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD146_compendia_papers_audits.md	1qnkltKLSpWXWzyBWBSwfKk7TrZ6dQSWv	The_Method_1_6_BUILD146_compendia_papers_audits.md	text/markdown	6616926	2026-09-01T04:02:50.832Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD147_compendia_papers_audits.md	1HPPH2HxNCkQL4wH87P2jM8eBspu2iBte	The_Method_1_6_BUILD147_compendia_papers_audits.md	text/markdown	6720054	2026-09-01T04:26:13.824Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD148_compendia_papers_audits.md	1pNO1FD2vzwySrPw28xok6GXxA_-gNsmx	The_Method_1_6_BUILD148_compendia_papers_audits.md	text/markdown	6797130	2026-09-01T05:13:11.437Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD149_compendia_papers_audits.md	1ydSyBcmq5_dqhl1C1WzCA6PJN6hleqsO	The_Method_1_6_BUILD149_compendia_papers_audits.md	text/markdown	6850992	2026-09-01T05:31:03.793Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD150_compendia_papers_audits.md	1gt_WfXlecu3zhrxq3sQ05UTY5rFJQsh9	The_Method_1_6_BUILD150_compendia_papers_audits.md	text/markdown	6936484	2026-09-01T13:52:01.637Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD151_compendia_papers_audits.md	1wKZ--dc5t2SUe7mNpzNXmQzh7kj2gmq2	The_Method_1_6_BUILD151_compendia_papers_audits.md	text/markdown	7035309	2026-09-01T14:36:57.003Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD152_compendia_papers_audits.md	1js7qQhgxJSEJikHfg57DtzGYQOoOYXk1	The_Method_1_6_BUILD152_compendia_papers_audits.md	text/markdown	7146099	2026-09-01T15:24:06.860Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD153_compendia_papers_audits.md	1Tv_YzFN1ZvIPcZEY-dsIYkYfuTM70YUt	The_Method_1_6_BUILD153_compendia_papers_audits.md	text/markdown	7218771	2026-09-01T15:54:31.872Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD154_compendia_papers_audits.md	1ZTHKRBy2QtHg5JRdSxz7-LAeyvTQ4Vn3	The_Method_1_6_BUILD154_compendia_papers_audits.md	text/markdown	7295512	2026-09-01T16:54:44.399Z		not-transferred: Drive connector session expired on every attempt
