repo_path	drive_id	drive_title	drive_size_bytes	source	reason
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD155_compendia_papers_audits.md	1rVAC0hOuJdwKvtllU3mE4tQ1vQbVhGtI	The_Method_1_6_BUILD155_compendia_papers_audits.md	7387582	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD156_compendia_papers_audits.md	1Cti7Tibrqwg7Hwl9ED5_QNapYpQdLDcR	The_Method_1_6_BUILD156_compendia_papers_audits.md	7491211	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD157_compendia_papers_audits.md	1Hjr7Oh06sQf6AaHvxnT6UZFEjimRc8RR	The_Method_1_6_BUILD157_compendia_papers_audits.md	7518739	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/RETIRED-handoff-r1-chat149.md	1EhhqCGfzKgYlkuBWNyj9TrseBBz2lqvC	RETIRED-handoff-r1-chat149.md	27730	added to Drive after the mirror ran	not yet transferred
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD150_compendia_papers_audits.md	1xvkAKOoa7rTNlkn6j3LnCo7Al5QVnirK	The_Method_1_6_BUILD150_compendia_papers_audits.md	6936484	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD151_compendia_papers_audits.md	1WLS7U5yoopuypwRk5Cet-D_Is6WpzvF4	The_Method_1_6_BUILD151_compendia_papers_audits.md	7035309	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD152_compendia_papers_audits.md	1yvUv73DW1cpjYfrvLyBqDhs2O7s-sLjj	The_Method_1_6_BUILD152_compendia_papers_audits.md	7146099	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD153_compendia_papers_audits.md	1A6LZK6C8M2oR-8r1CtSPV0X7TFahZwV7	The_Method_1_6_BUILD153_compendia_papers_audits.md	7218771	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD154_compendia_papers_audits.md	1ahS9IjKEB-582vOWMjVo7ZHCMucB6fVY	The_Method_1_6_BUILD154_compendia_papers_audits.md	7295512	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD155_compendia_papers_audits.md	1hBszyQfDiXmoFWmaqX-0NMCpzIKe5_jv	The_Method_1_6_BUILD155_compendia_papers_audits.md	7387582	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD156_compendia_papers_audits.md	1nIcd9P-bscV1yxXFZiyz2GgMLEPPIWpu	The_Method_1_6_BUILD156_compendia_papers_audits.md	7491211	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/THREEBODY-DELIVERY-1/The_Method_1_6_BUILD157_compendia_papers_audits.md	1GrlQ9Y2asaIqPFPhBoWIuzcDn1YoSDf7	The_Method_1_6_BUILD157_compendia_papers_audits.md	7518739	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The-Method-1_6-corpus-chat149.zip	1JrXjQMmQ1JSPXHUCyUUQeT5pZhyXmX8-	The-Method-1_6-corpus-chat149.zip	2925180	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD143_compendia_papers_audits.md	1jkCLwgZ_nLrqI3mGx5OrCUdX7B4hSbhm	The_Method_1_6_BUILD143_compendia_papers_audits.md	6365840	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD144_compendia_papers_audits.md	1nSzHi73TLaSUd8qLOdLCZPpogB2AzCc0	The_Method_1_6_BUILD144_compendia_papers_audits.md	6434811	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD145_compendia_papers_audits.md	1DrVRiOI7Qo78MFheBj2wg3z8MQpZHKCE	The_Method_1_6_BUILD145_compendia_papers_audits.md	6526641	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD146_compendia_papers_audits.md	1qnkltKLSpWXWzyBWBSwfKk7TrZ6dQSWv	The_Method_1_6_BUILD146_compendia_papers_audits.md	6616926	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD147_compendia_papers_audits.md	1HPPH2HxNCkQL4wH87P2jM8eBspu2iBte	The_Method_1_6_BUILD147_compendia_papers_audits.md	6720054	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD148_compendia_papers_audits.md	1pNO1FD2vzwySrPw28xok6GXxA_-gNsmx	The_Method_1_6_BUILD148_compendia_papers_audits.md	6797130	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD149_compendia_papers_audits.md	1ydSyBcmq5_dqhl1C1WzCA6PJN6hleqsO	The_Method_1_6_BUILD149_compendia_papers_audits.md	6850992	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD150_compendia_papers_audits.md	1gt_WfXlecu3zhrxq3sQ05UTY5rFJQsh9	The_Method_1_6_BUILD150_compendia_papers_audits.md	6936484	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD151_compendia_papers_audits.md	1wKZ--dc5t2SUe7mNpzNXmQzh7kj2gmq2	The_Method_1_6_BUILD151_compendia_papers_audits.md	7035309	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD152_compendia_papers_audits.md	1js7qQhgxJSEJikHfg57DtzGYQOoOYXk1	The_Method_1_6_BUILD152_compendia_papers_audits.md	7146099	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD153_compendia_papers_audits.md	1Tv_YzFN1ZvIPcZEY-dsIYkYfuTM70YUt	The_Method_1_6_BUILD153_compendia_papers_audits.md	7218771	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD154_compendia_papers_audits.md	1ZTHKRBy2QtHg5JRdSxz7-LAeyvTQ4Vn3	The_Method_1_6_BUILD154_compendia_papers_audits.md	7295512	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD155_compendia_papers_audits.md	1v0TOGFCBtxxiQz3RmU0CnrxEZzZNGBv8	The_Method_1_6_BUILD155_compendia_papers_audits.md	7387582	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD157_compendia_papers_audits.md	1BWWc7PybcFqxXBXKqLhekE2QRdl3yNfB	The_Method_1_6_BUILD157_compendia_papers_audits.md	7518739	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD158_compendia_papers_audits.md	1Ihs1xLSIOFuRQvGLukrVrMtYbBEcOtGD	The_Method_1_6_BUILD158_compendia_papers_audits.md	7617311	MANIFEST.tsv	above the ~6 MiB Drive-connector payload ceiling; use tools/drive_sync.py
The Method Materials/The_Method_1_6_BUILD175_compendia_papers_audits.md	1-NujFJkokjUS61v65lsutjdgnByB-R6o	The_Method_1_6_BUILD175_compendia_papers_audits.md	5395772	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD176_compendia_papers_audits.md	1YaoBu9qLClRHQQq5MUnld7-2aUJc4FVY	The_Method_1_6_BUILD176_compendia_papers_audits.md	5462774	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD177_compendia_papers_audits.md	1V_Wj-SrzyJ1VRAM1oSWHCFO8eqRu0voc	The_Method_1_6_BUILD177_compendia_papers_audits.md	5541568	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD178_compendia_papers_audits.md	1Dtb_wjVxC8n6FjpRQbTXTK4VMnNi-dXM	The_Method_1_6_BUILD178_compendia_papers_audits.md	5619374	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD178_compendia_papers_audits__1Z_L42Kn7Mrq0QBPVEhvoOJn1MYFe-DW9.md	1Z_L42Kn7Mrq0QBPVEhvoOJn1MYFe-DW9	The_Method_1_6_BUILD178_compendia_papers_audits.md	5619374	added to Drive after the mirror ran	not yet transferred
The Method Materials/The_Method_1_6_BUILD179_compendia_papers_audits.md	1X317KPEdk7Jvv6jTDMFEUsgXA2adhNk9	The_Method_1_6_BUILD179_compendia_papers_audits.md	5683169	added to Drive after the mirror ran	not yet transferred
The Method Materials/light_metadata-000.zip	19X6w7vEELPI2ErNhQ9onLDLcU2MnCgHD	light_metadata-000.zip	775	added to Drive after the mirror ran	not yet transferred
The Method Materials/manifest-6ce4db26-3392-459c-ba66-4faf61d4fada-1788340183-54b52d66-2026-09-02-09-10-48.json	1F1Tw9vr2CZ0Lf9yRu84tgfDn2ztSBsmv	manifest-6ce4db26-3392-459c-ba66-4faf61d4fada-1788340183-54b52d66-2026-09-02-09-10-48.json	1237	added to Drive after the mirror ran	not yet transferred
The Method Materials/memories-000.zip	1L_9wuWYeEL0AnlyegmSGfW7clYi3GA94	memories-000.zip	30558	added to Drive after the mirror ran	not yet transferred
The Method Materials/projects-000.zip	1I7jBuKNlX2NfjPSJsksW6f-alMFQ7DjD	projects-000.zip	5815062	added to Drive after the mirror ran	not yet transferred
