id	phase	status	size	reader_facing	triaged	title	source
F-032	3	OPEN	S	yes	yes	L8190 '103 designations parsed' against the 10 + 92 = 102 partition	DEFERRED.md L1971–1974 (Chat 114 item 1, 15n-01)
F-033	3	OPEN	S	yes	yes	L8200 'a factor of five and a half' measures 5.4	DEFERRED.md L1976–1977 (Chat 114 item 2, 15n-02)
F-034	3	OPEN	S	yes	yes	L8213 cites Registers 253/254 for the parent-term wall; the home is Register 1578	DEFERRED.md L1979–1982 (Chat 114 item 3, 15n-03)
F-035	3	OPEN	S	yes	yes	Register 251 cited at L8220 instead of the quantum-mechanics search at L8156–62	DEFERRED.md L1984–1986 (Chat 114 item 4, 15n-04)
F-036	3	OPEN	S	yes	yes	Kurucz, VALD, BRASS, Hasse, QSAR named with no bibliography entry or R.7 exemption	DEFERRED.md L2000–2003 (Chat 114 item 6, 15n-06)
F-037	3	OPEN	S	yes	yes	L8189 '153 channels' cites Appendix B's overtaken total (596 rows)	DEFERRED.md L2005–2008 (Chat 114 item 7, 15n-07)
F-038	3	OPEN	S	yes	yes	E(search) incremented at six main sites but never valued	DEFERRED.md L2010–2011 (Chat 114 item 8, 15n-08)
F-039	3	OPEN	M	yes	yes	Ruling 45 process remarks at twelve sites in §29.9–§29.12	DEFERRED.md L2013–2014 (Chat 114 item 9, 15n-09); L2029–2033 (Chat 115 15o-05)
F-040	0	OPEN	S	no	yes	Docket 23 lacks the correctly-closed case (App D.5.2 L10575)	DEFERRED.md L2016–2018 (Chat 114 item 10)
F-041	3	OPEN	S	yes	yes	§29.12 heading 'Five unlocated results' though U1 is located	DEFERRED.md L2021–2027 (Chat 115 item 1, 15o-01)
F-042	3	OPEN	S	yes	yes	L8241–43 promises a test per result; U4 (L8288–99) has none	DEFERRED.md L2029–2032 (Chat 115 item 2, 15o-02)
F-043	3	OPEN	S	yes	yes	L8341 'twenty-three-fold rise' measures 22.29	DEFERRED.md L2034–2037 (Chat 115 item 3, 15o-03)
F-044	3	OPEN	S	yes	yes	L8329 corrects 'the earlier figure of 139' that no site prints	DEFERRED.md L2039–2044 (Chat 115 item 4, 15o-04)
F-045	5	OPEN	S	no	yes	Docket 17 must keep single-witness and unverifiable apart for R4	DEFERRED.md L2054–2058 (Chat 115 item 7)
F-046	3	OPEN	S	yes	yes	L8325 fragment 'Complete under a targeted attack.' heads body prose	DEFERRED.md L2060–2061 (Chat 115 item 8)
F-047	3	OPEN	S	yes	yes	L8281 'Selection rules are universally known' is an unmeasurable universal	DEFERRED.md L2063–2065 (Chat 115 item 9)
F-048	3	OPEN	S	yes	yes	L8367 'six invariants' and L8392 'five points' each over four rows	DEFERRED.md L2078–2083 (Chat 116 item 1, 16b-01/02)
F-049	3	OPEN	S	yes	yes	L8391–92 log–log slope 2.29 / R² 0.37–0.42 measures 2.33 / 1.00 on the printed points	DEFERRED.md L2085–2089 (Chat 116 item 2, 16b-03)
F-050	3	OPEN	S	yes	yes	L8396 '§30.3.3 completes this reading' points at a section that does not	DEFERRED.md L2091–2099 (Chat 116 item 3, 16b-04)
F-051	3	OPEN	S	yes	yes	Caption L8446–47 '114 of 141 at arity 4' matches no measurable population	DEFERRED.md L2100–2104 (Chat 116 item 4, 16b-05)
F-052	3	OPEN	S	yes	yes	L8401 Van Isacker splice and L8419–22 paragraph broken mid-sentence	DEFERRED.md L2106–2111 (Chat 116 item 5, 16b-06/07)
F-053	3	OPEN	S	yes	yes	Six Ruling 45 drafting-history sites in §30.2–§30.3.2	DEFERRED.md L2113–2117 (Chat 116 item 6, 16b-08)
F-054	5	OPEN	S	no	yes	Six §30 population counts (3,781 · 1,487 · 928 · 211 · 1,480 · 396) not recomputable	DEFERRED.md L2137–2141 (Chat 116 item 9)
F-055	3	OPEN	S	yes	yes	L8352 −0.68 over 211 vs L8374 −0.628 over 928 read as one figure	DEFERRED.md L2143–2146 (Chat 116 item 10)
F-056	3	OPEN	S	yes	yes	Rival's bound printed vacuously as |K| ≤ (3/2)|L| at L8497 and L8500	DEFERRED.md L2162–2166 (Chat 117 item 1, 16d-01)
F-057	3	OPEN	S	yes	yes	L8530 '267,000 subsets' against the table's 266,496	DEFERRED.md L2168–2171 (Chat 117 item 2, 16d-02)
F-058	3	OPEN	S	yes	yes	'The chain decomposition of J(Λ) IS the axis system' — Dilworth gives 7 chains, axes 8	DEFERRED.md L2173–2176 (Chat 117 item 3, 16d-03)
F-059	3	OPEN	S	yes	yes	L8559 'Three walls' over two walls and the FPT bound between them	DEFERRED.md L2178–2180 (Chat 117 item 4, 16d-04)
F-060	3	OPEN	S	yes	yes	L8563–66 splice: two prior-art sentences inserted mid-sentence	DEFERRED.md L2182–2185 (Chat 117 item 5, 16d-05)
F-061	3	OPEN	S	yes	yes	NextClosure (L8510) unattributed; Ganter absent from References	DEFERRED.md L2187–2189 (Chat 117 item 6, 16d-06)
F-062	3	OPEN	S	yes	yes	'nine rounds', 'Three reduction attempts', 'nine recovered extra edges' never enumerated	DEFERRED.md L2191–2195 (Chat 117 item 7, 16d-07)
F-063	3	OPEN	S	yes	yes	L8531 '19 canonical forms reduce to 12' and L8509 '47.8 s against 86' lack inputs and a unit	DEFERRED.md L2197–2199 (Chat 117 item 8, 16d-08/09)
F-064	3	OPEN	S	yes	yes	Step-law table header printed twice (L8480, L8483)	DEFERRED.md L2222–2224 (Chat 117 item 11)
F-065	3	OPEN	S	yes	yes	§30.4's four relations do not entail e/T = 3(h/ν)²; w = V·e missing	DEFERRED.md L2236–2241 (Chat 118 item 1, 16g-01)
F-066	3	OPEN	S	yes	yes	'At least nine' / 'nine non-polynomial' over eight enumerated (L8588–91, L8600, L7636)	DEFERRED.md L2243–2245 (Chat 118 item 2, 16g-02)
F-067	3	OPEN	S	yes	yes	'This chapter contains five enumerations' spans chapters 30 and 31	DEFERRED.md L2247–2251 (Chat 118 item 3, 16g-03)
F-068	3	OPEN	S	yes	yes	L8604 row misfiled under 'what it omitted'	DEFERRED.md L2253–2254 (Chat 118 item 4, 16g-04)
F-069	3	OPEN	S	yes	yes	L8646 sign pattern wrong for L3 (measures −,+,+,+)	DEFERRED.md L2256–2258 (Chat 118 item 5, 16g-05)
F-070	3	OPEN	S	yes	yes	L8631 names Jupiter and Saturn where Titius–Bode fails worst; Neptune does (29.04 %)	DEFERRED.md L2260–2262 (Chat 118 item 6, 16g-06)
F-071	3	OPEN	S	yes	yes	Hill 47.9 and Roche 17.9 (L8628–29) not reproducible on the section's grid	DEFERRED.md L2264–2268 (Chat 118 item 7, 16g-07)
F-072	2	OPEN	S	yes	yes	L8639 'Which corrects §18.5' has no notice at §18.5 and no Register entry	DEFERRED.md L2270–2274 (Chat 118 item 8, 16g-08)
F-073	3	OPEN	M	yes	yes	'Eight polynomial relations', 'Gröbner basis of 18', '18 of 18 containments' have nothing behind them	DEFERRED.md L2276–2280 (Chat 118 item 9, 16g-09)
F-074	3	OPEN	S	yes	yes	L8625 bracket widths 6.9e−4 (L1), 3.6e−9 (L3) not reproducible	DEFERRED.md L2282–2285 (Chat 118 item 10, 16g-10)
F-075	3	OPEN	S	yes	yes	§11.7 L2260 cites itself by number for its own measurement	DEFERRED.md L2287–2288 (Chat 118 item 11)
F-076	3	OPEN	S	yes	yes	Roche, Titius, Bode, Regge, Hagedorn, Gröbner unbibliographed	DEFERRED.md L2290–2293 (Chat 118 item 12)
F-077	3	OPEN	S	yes	yes	L8783 'The 24 excluded values' over twelve listed; L11070 says twelve	DEFERRED.md L2301–2304 (Chat 119 item 1, 16j-01)
F-078	3	OPEN	S	yes	yes	L8716–17 cites §16.7.1's test then departs from it	DEFERRED.md L2306–2310 (Chat 119 item 2, 16j-02)
F-079	3	OPEN	S	yes	yes	L8785 attributes the structural/accidental distinction to §10, which has none	DEFERRED.md L2312–2315 (Chat 119 item 3, 16j-03)
F-080	3	OPEN	S	yes	yes	L8732 'Candelas, de la Ossa, He & Szendroi' matched to a different paper at L11804	DEFERRED.md L2317–2320 (Chat 119 item 4, 16j-04)
F-081	3	OPEN	S	yes	yes	L8755 'The fourth falsification test' forward-references §32.6's three	DEFERRED.md L2322–2325 (Chat 119 item 5, 16j-05); L2528–2532 (Chat 123 item 11)
F-082	3	OPEN	S	yes	yes	Sub-numbering 24.3.4.1–3 inside §31.3.4 (L8738, L8755, L8777)	DEFERRED.md L2327–2331 (Chat 119 item 6, 16j-06)
F-083	3	OPEN	S	yes	yes	Ruling 45 sites at L8729, L8757, L8788 and L11076 ('this session could not read')	DEFERRED.md L2333–2335 (Chat 119 item 7, 16j-07)
F-084	3	OPEN	S	yes	yes	Klemm (L8715) unbibliographed	DEFERRED.md L2337–2339 (Chat 119 item 8, 16j-08)
F-085	3	OPEN	S	yes	yes	L8736: 498 + 498 one-step failures beside 540 fixed-point closure, convention unstated	DEFERRED.md L2341–2343 (Chat 119 item 9)
F-086	3	OPEN	S	yes	yes	L8765–66 thin-tip falsification row can never fail (minimum sum 26 > 22)	DEFERRED.md L2345–2347 (Chat 119 item 10)
F-087	3	OPEN	S	yes	yes	§31.3.1 uses Huang & Taylor's counts without citing them	DEFERRED.md L2352–2353 (Chat 119 item 12)
F-088	3	OPEN	M	yes	yes	§32 self-index boxes (1,681 and 861) computed on 41 units; the volume has 43	DEFERRED.md L2356–2358 (Chat 120 item 1, 16m-01)
F-089	3	OPEN	S	yes	yes	'seven things' over ten bolded flag items in §32.1	DEFERRED.md L2359–2361 (Chat 120 item 2, 16m-02)
F-090	3	OPEN	S	yes	yes	162/400 truncated to 40 % beside 58/138 rounded to 42 % on one line	DEFERRED.md L2362–2363 (Chat 120 item 3, 16m-03)
F-091	3	OPEN	S	yes	yes	Three parked questions attributed to chapters 15 and 17, which carry none	DEFERRED.md L2364–2366 (Chat 120 item 4, 16m-04)
F-092	3	OPEN	S	yes	yes	§16.4 cited for an ordering-and-inheritance form it does not carry	DEFERRED.md L2367–2368 (Chat 120 item 5, 16m-05)
F-093	3	OPEN	S	yes	yes	Chapter 32 head cites Appendix E at eight items; E carries fourteen with ten open	DEFERRED.md L2369–2370 (Chat 120 item 6, 16m-06)
F-094	3	OPEN	S	yes	yes	'Three hundred and sixty-eight withdrawals' vs measured 54 entries / 83 stems	DEFERRED.md L2371–2373 (Chat 120 item 7, 16m-07)
F-095	3	OPEN	S	yes	yes	References L11555 and L11799 cite §32.2 for an unobtained-works list it lacks	DEFERRED.md L2374–2375 (Chat 120 item 8, 16m-08); L3305 (28a-03)
F-096	3	OPEN	S	yes	yes	Ruling 46 instrument names in chapter 32 (bookindex.py, rclose.py, 'this book's own markdown')	DEFERRED.md L2376–2377 (Chat 120 item 9, 16m-09); L2460–2462 (Chat 122 item 7); L2547 (Chat 123 item 14)
F-097	3	OPEN	L	yes	yes	Ruling 45 class in chapter 32: forty-nine sites, standing list at 101+	DEFERRED.md L2378–2380 (Chat 120 item 10); L2418–2421 (Chat 121 item 10); L2463–2466 (Chat 122 item 8); L2545–2547 (Chat
F-098	3	OPEN	S	yes	yes	First-person 'I wrote' at L4415 in §16.4	DEFERRED.md L2381–2382 (Chat 120 item 11)
F-099	3	OPEN	S	yes	yes	§32.6 L9220 records a FAILED chapter-numbering check against a stale contents list	DEFERRED.md L2383–2386 (Chat 120 item 12)
F-100	3	OPEN	M	yes	yes	S3 baseline over 25 chapters where the volume has 36 (9.53× not 6.5×)	DEFERRED.md L2389–2391 (Chat 121 item 1, 16o-01)
F-101	3	OPEN	S	yes	yes	§32.1.3 rows sum to 98 — impossible for rounded partition percentages	DEFERRED.md L2392–2394 (Chat 121 item 2, 16o-02)
F-102	0	OPEN	S	yes	yes	'Six indices' over five; 'only two closed' over three or one — rule choice needed	DEFERRED.md L2395–2398 (Chat 121 item 3, 16o-03)
F-103	3	OPEN	S	yes	yes	'The register is a quarter of it' vs 35.8 % by lines, 60.8 % by bytes	DEFERRED.md L2399–2401 (Chat 121 item 4, 16o-04)
F-104	3	OPEN	S	yes	yes	'Two companion papers' (L8945, L11853) vs 'the third companion paper' (L1338, L9001)	DEFERRED.md L2402–2403 (Chat 121 item 5, 16o-05)
F-105	3	OPEN	S	yes	yes	§22.4 cited (L8994) for a closing result about language it does not carry	DEFERRED.md L2404–2407 (Chat 121 item 6, 16o-06)
F-106	3	OPEN	S	yes	yes	Corrupt sentence L8908–12: duplicated clause, numberless E(Q), E(Appendix D) mismatch	DEFERRED.md L2408–2411 (Chat 121 item 7, 16o-07)
F-107	3	OPEN	S	yes	yes	Audit set printed as nineteen, twenty and twenty-two with no state marker	DEFERRED.md L2412–2415 (Chat 121 item 8, 16o-08)
F-108	3	OPEN	S	yes	yes	§7.4 names four cap coordinates where the table uses five; cites 28-fold vs 511-fold	DEFERRED.md L2416–2417 (Chat 121 item 9)
F-109	3	OPEN	M	yes	yes	'Nine of nine move' / 'Six of six identities hold' over seven- and five-row tables	DEFERRED.md L2430–2436 (Chat 122 item 1, 16q-01)
F-110	3	OPEN	S	yes	yes	L9055 makes 1,635 a count of failed measured levels; it counts withdrawn claims	DEFERRED.md L2437–2440 (Chat 122 item 2, 16q-02)
F-111	3	OPEN	S	yes	yes	L9057 'Chapter 28 names three documents ...' — the home is §29.6	DEFERRED.md L2441–2444 (Chat 122 item 3, 16q-03)
F-112	3	OPEN	S	yes	yes	L9057 'Chapter 29 names the single open item' vs six open plus a seventh	DEFERRED.md L2445–2448 (Chat 122 item 4, 16q-04)
F-113	3	OPEN	S	yes	yes	Chapter 18 cited for 'no differences, no sums, no symmetric bounds'; home is §12.11.2	DEFERRED.md L2449–2452 (Chat 122 item 5, 16q-05)
F-114	3	OPEN	S	yes	yes	Knaster and Tarski (L9107–08) absent from References	DEFERRED.md L2453–2455 (Chat 122 item 6, 16q-06)
F-115	8	OPEN	S	yes	yes	Docket 28 formatting: unlabelled recursion row, §32.4.2 tables without header rule, chapters 20/21 contents as body lines	DEFERRED.md L2467–2469 (Chat 122 item 9); L2519–2523 (Chat 123 item 9)
F-116	3	OPEN	S	yes	yes	Rank-modularity identity is entailed by the third under the book's rank convention	DEFERRED.md L2470–2473 (Chat 122 item 10)
F-117	3	OPEN	S	yes	yes	§14.5.6 is heading-only; §32.6.1 L9281 cites it for the 'outside · dishonest' pair	DEFERRED.md L2480–2484 (Chat 123 item 1)
F-118	3	OPEN	S	yes	yes	§32.5.3 L9193 cites §16.5 for a claim it lacks; register 571 cited but absent	DEFERRED.md L2486–2490 (Chat 123 item 2); L3319 (warn-04)
F-119	3	OPEN	M	yes	yes	'All 1,061' at L9188 vs App B's 1,105 / 1,577; 'four indices' over five terms	DEFERRED.md L2492–2499 (Chat 123 item 3)
F-120	3	OPEN	S	yes	yes	§32.5 L9165 'all 153 channels' re-asserts App B's overtaken headline	DEFERRED.md L2501–2504 (Chat 123 item 4)
F-121	3	OPEN	S	yes	yes	§32.6 L9219 'figures embedded / captions 18 / 18' — the volume has 33 embeds	DEFERRED.md L2506–2508 (Chat 123 item 5)
F-122	3	OPEN	S	yes	yes	§32.6 'thirty-nine claims ... each given one' vs table showing four repairs	DEFERRED.md L2510–2513 (Chat 123 item 6)
F-123	3	OPEN	S	yes	yes	Open-item residue disagrees: §32.6.1 ten vs E.1.4 eleven vs E.1.2 'ten of 14'	DEFERRED.md L2515–2517 (Chat 123 item 7); L3236 (24a-04)
F-124	3	OPEN	S	yes	yes	§32.5 L9158 backwards range '§32.1–24.4'	DEFERRED.md L2518–2519 (Chat 123 item 8)
F-125	3	OPEN	S	yes	yes	L9304 'are not open items and never will be' — universal over all future states	DEFERRED.md L2525–2527 (Chat 123 item 10)
F-126	3	OPEN	S	yes	yes	§32.7 L9356 points 'the four unreachable documents' at §24.2; the home is §29.6	DEFERRED.md L2552–2554 (Chat 124 item 1)
F-127	3	OPEN	S	yes	yes	§32.7 'Five worked cases, all from this book's own record' — fifth case '22 of 60' has no other site	DEFERRED.md L2561–2564 (Chat 124 item 3)
F-128	8	OPEN	S	yes	yes	Body lines L9338/L9367 read as sub-headings; principles table header split mid-word at L243–244	DEFERRED.md L2569–2572 (Chat 124 item 5)
F-129	3	OPEN	S	yes	yes	§33.3 L9449 cites 'Chapter 27's terms' for its own sentence; §35.1 already reads 'Chapter 33 said'	DEFERRED.md L2619–2626 (Chat 125 item 1)
F-130	4	OPEN	S	yes	yes	§33.3 L9451 'the indexes of §36' is stale after renumbering; §36 is three bodies	DEFERRED.md L2628–2633 (Chat 125 item 2)
F-131	4	OPEN	S	yes	yes	'Nine of eleven' closed indexes at main L9451, MC L3660, IoI L1656 vs register 1347's twelve	DEFERRED.md L2635–2639 (Chat 125 item 3)
F-132	0	OPEN	M	yes	yes	§20.2's six-language roster and 'ten of their combinations hold' (C(6,2)=15) vs §33.1 and the measured C(5,2)=10	DEFERRED.md L2641–2649 (Chat 125 item 4); L2686–2688 (item 10)
F-133	3	OPEN	S	yes	yes	L9486 'the fourth question of the domain protocol' is not among register 1336's four; 'blocks the most' unmeasurable	DEFERRED.md L2651–2657 (Chat 125 item 5)
F-134	3	OPEN	S	yes	yes	Löwdin epigraph printed three times (L9395–97, L9489–92, L9496–98)	DEFERRED.md L2659–2664 (Chat 125 item 6); L2789–2794 (Chat 126 item 10)
F-135	-	DUP of F-199	S	yes	yes	Schrödinger, Demkov-Ostrovsky, Klechkovskii, Pauli, Seaton cited but unbibliographed	DEFERRED.md L2666–2670 (Chat 125 item 7); L2777 (Chat 126 item 8); L2864 (Chat 127 item 8)
F-136	3	OPEN	S	yes	yes	Ruling 45 sites in ch.33–34: L9401, L9479, L9485, L9593, L9700 'the trajectory was mine'	DEFERRED.md L2672–2678 (Chat 125 item 8); L2779–2783 (Chat 126 item 9); L2866–2869 (Chat 127 item 9)
F-137	3	OPEN	S	yes	yes	Language-bounds claim numbered P2 at L366 but headed P20 at L396 and in §20.1	DEFERRED.md L2690–2692 (Chat 125 item 11)
F-138	3	OPEN	S	yes	yes	'Seventeen of nineteen openings agree; 89 %' — adjacent-inversion convention unnamed at L9511/L9514/L9605	DEFERRED.md L2726–2730 (Chat 126 item 2, 16x-02); L3337 (34re-06)
F-139	4	OPEN	S	yes	yes	Main L9537 variable table places eleven; IoI Λ_var says twelve and its singleton rule needs n*	DEFERRED.md L2732–2737 (Chat 126 item 3, 16x-03)
F-140	3	OPEN	S	yes	yes	L9524–25 and L9593 radicand head 'count of states below' inexact; the apposition is exact	DEFERRED.md L2739–2743 (Chat 126 item 4, 16x-04)
F-141	3	OPEN	M	yes	yes	Appendix B opener '153 channels, 1105 interior cells, 1105 of 1105' vs B.2's 596 rows / 2,269 cells / 1,577 of 1,738; eleven outside sites	DEFERRED.md L3108–3111 (Chat 133 item 1, 20a-01)
F-142	3	OPEN	S	yes	yes	L9596 'the provenance of every term is §34.8's table' — occupancy q has no row; L9576 'has never been traced'	DEFERRED.md L2745–2749 (Chat 126 item 5, 16x-05)
F-143	4	OPEN	S	yes	yes	Janet dated 1929 in main L9600, Register (×3) and MC but 1928 in References L11777	DEFERRED.md L2751–2752 (Chat 126 item 6, 16x-06); L3445 (28a-09)
F-144	3	OPEN	S	yes	yes	L9523 'Both Pauli quantities appear' is followed by one quantity, 2(2l+1), in two roles	DEFERRED.md L2754–2756 (Chat 126 item 7, 16x-07)
F-145	3	OPEN	S	yes	yes	L9515–16 post-PP clause 'the reading that found its shape' is a docket 5 (Ruling 45) member	DEFERRED.md L2785–2787 (Chat 126 item 11)
F-146	-	DONE	L	yes	yes	Withdrawn-law class (r3-wl2) executed at BUILD92→93, entries 1798–1799	DEFERRED.md L2800–2811 (Chat 127 item 1, 16z-01); L2893–2898 (Chat 128 item 1); L3333 (34re-05); L3500–3503 (Chat 153B)
F-147	1	OPEN	M	yes	yes	§34.6 'resets eighteen times' (8+6+4) not reproduced — 10 node-only / 15 finished	DEFERRED.md L2813–2817 (Chat 127 item 2, 16z-02); L3331 (34re-02)
F-148	3	OPEN	M	yes	yes	§34.5's endpoints and 'Nineteen distinct surds' are node-only while §34.4 declares the q/2(2ℓ+1) form	DEFERRED.md L2819–2823 (Chat 127 item 3, 16z-03)
F-149	2	OPEN	S	yes	yes	(√5+√2)/3 and (√6+√3)/3 misprinted at main L9620, Register 1330, MC L3595, appendix L10852	DEFERRED.md L2825–2827 (Chat 127 item 4, 16z-04); L3330 (34re-01)
F-150	3	OPEN	S	yes	yes	L9666 and L9786–88 'at any f opening p = n−ℓ−1 = 0' false at 5f (Pa, p = 1)	DEFERRED.md L2829–2832 (Chat 127 item 5, 16z-05); L2911 (17a-04); L3334 (34re-07)
F-151	3	OPEN	M	yes	yes	L9641 entry-point medians 1.028 / 1.785 / √3 to 0.19 % have no convention and no per-element a values	DEFERRED.md L2834–2838 (Chat 127 item 6, 16z-06); L3332 (34re-04)
F-152	3	OPEN	S	yes	yes	L9685 'blocked four fits' over three named; L9702–06 'One object, six appearances' conflates 1/(2ℓ+1) with ℓ(ℓ+1)	DEFERRED.md L2840–2843 (Chat 127 item 7, 16z-07)
F-153	4	OPEN	S	yes	yes	L9702–03 four prior recordings of ℓ(ℓ+1) have no prior main-volume site	DEFERRED.md L2845–2847 (Chat 127 item 8, 16z-08)
F-154	-	DONE	M	yes	yes	Memoryless '104 of 106' dropped at BUILD96 (entries 1803/1804, r3-ch346, r3-wl2 item 7)	DEFERRED.md L2871–2878 (Chat 127 item 12); L3338 (Chat 143 item 8); L3347 (Chat 144 item 5)
F-155	8	OPEN	S	no	yes	build.py's Register SUBS carry five dead anchors (a sixth moved) — the Register press would assert-fail	DEFERRED.md L2899–2900 (Chat 128 item 1, pre-existing states)
F-156	-	DONE	S	no	yes	census.py hard-coded n>1792; gate.py MAIN default names BUILD90	DEFERRED.md L2900 (Chat 128 item 1)
F-157	-	DONE	S	yes	yes	Register front-matter load-bearing table and extent line stale at BUILD90	DEFERRED.md L2900–2901 (Chat 128 item 1)
F-158	2	OPEN	S	yes	yes	Ordering-law clause 2 'exceptions exactly La, Ac and Th' holds only under 'rival never yet opened' — convention unstated at main L9750, 1701	DEFERRED.md L2903–2905 (Chat 128 item 2, 17a-01); L3344 (scf-A-01)
F-159	4	OPEN	M	yes	yes	SO clearance 0.058 − 0.083 = −0.025 Ha false under plain reading at L9749–50, 1701, 1712, MC L3162	DEFERRED.md L2904–2905 (17a-03); L3345 (Chat 144 item 2)
F-160	3	OPEN	S	yes	yes	Measured-ground edge Z = 2–108 (L9746) and 'twelve unwitnessed rows' (L9867) vs register 1446's edge at 102	DEFERRED.md L2907–2909 (Chat 128 item 3, 17a-02); L2946–2947 (17c-02)
F-161	-	DUP of F-193	S	yes	yes	Register 1710 named only by the range 1701–1712; 1725 absent though front matter L10/L68 name it	DEFERRED.md L2913–2914 (Chat 128 item 5); L3319 (warn-04); L3299 (28a-01)
F-162	6	OPEN	L	no	yes	Löwdin and three-body chains record-carried: LOWDIN-HANDOFF-103.tgz, packs 93–103, objects 6/8/11/S104 NOT HELD; drafts 1795–1798 unseated	DEFERRED.md L2918–2921 (Chat 128 item 7); L3005–3011 (Chat 130 item 6)
F-163	3	OPEN	S	yes	yes	'Nine things' (L9827, L68, L4051) vs §E.5's eleven ledger rows under 'Nine components, nine precedents'	DEFERRED.md L2943–2945 (Chat 129 item 1, 17c-01)
F-164	3	OPEN	M	yes	yes	§35.4's thirteen and Chapter 36's Ruling 45 tokens where the section's declared subject is the method's own run	DEFERRED.md L2949–2951 (Chat 129 item 3); L3020–3021 (Chat 130 item 9)
F-165	3	OPEN	S	yes	yes	Wording pairs: 'outside the work'/'outside the book', 'five close rows'/'contested', 'eight closed'/'seven closed', 'Hill regions'/'Hill sph	DEFERRED.md L2953–2954 (Chat 129 item 4); L3016 (Chat 130 item 4)
F-166	8	OPEN	S	yes	yes	§E.5 step-law row's right column typesets as a broken four-line fraction (now L11212)	DEFERRED.md L2956–2957 (Chat 129 item 5)
F-167	3	OPEN	S	yes	yes	L9902 cites `tb_audit.py` and register 1756 (ABSENT); companion L146 and REQUEST-THREEBODY carry it	DEFERRED.md L2984–2987 (Chat 130 item 1, 17e-01)
F-168	3	OPEN	S	yes	yes	L9914 credits §31.1.1 and L9898 credits §12.11.2 for sentences that are §18.4.1's	DEFERRED.md L2989–2991 (Chat 130 item 2, 17e-02); L3016 (item 4, C3)
F-169	3	OPEN	S	yes	yes	Xia, Routh (0.0385209 unattributed), Saari, Painlevé, Brudno, Montgomery, Chenciner, Jacobi, Maupertuis, Borchers, Wiesbrock, Hadamard absen	DEFERRED.md L2993–2995 (Chat 130 item 3); L3289 (27b-02)
F-170	3	OPEN	S	yes	yes	L9908 'a fourth open object outside the book's own five' — the three earlier outside objects are named nowhere in main	DEFERRED.md L3016–3017 (Chat 130 item 4)
F-171	0	OPEN	S	no	yes	Docket 37 intake1-01 (13 labels, 12 weak orderings; z<x<y untested) and intake1-04 (polynomial constant term differs)	DEFERRED.md L2999–3003 (Chat 130 item 5)
F-172	3	OPEN	S	yes	yes	Appendix A index rows A.6 → §24.2 (should be §17.2 Theorem 17.1) and A.7 → §16.3 (should be §15.3)	DEFERRED.md L3035–3038 (Chat 131 item 1, 18a-01)
F-173	0	OPEN	S	yes	yes	A.12 Consequence and §22.3 (word-for-word twins) point antiprotonic-helium cells at §25.6 (0 sites) — target awaits M's 14h-05 choice	DEFERRED.md L3040–3043 (Chat 131 item 2, 18a-02)
F-174	3	OPEN	S	yes	yes	A.13 Statement 'fails iff |ΔT| > 2Z²R/ν³' vs its proof's 'to leading order' (0.656–0.811 gap)	DEFERRED.md L3045–3048 (Chat 131 item 3, 18a-03)
F-175	1	OPEN	S	yes	yes	A.10 'leaves 2S and g' wording; L10051 'anticorrelated in nature' has no population; failure-regime claim single-witness	DEFERRED.md L3050–3052 (Chat 131 item 4)
F-176	1	OPEN	M	yes	yes	Appendix A standing items 13l-01 (A.8 preorder), 13t-04/05 (A.11's 86 vs 9,894/384), 12a-01 ('24 of 70'); single-witness counts 120/274/47/e	DEFERRED.md L3054–3058 (Chat 131 item 5)
F-177	2	OPEN	S	yes	yes	A.15 Remark cites Register 230 for a ledger correction that 230 does not carry	DEFERRED.md L3074–3077 (Chat 132 item 1, 19a-01)
F-178	3	OPEN	M	yes	yes	§14.4 is a heading and a colon lead-in with no list, yet cited as the admissibility theorem at seven sites	DEFERRED.md L3079–3082 (Chat 132 item 2, 19a-02)
F-179	1	OPEN	S	yes	yes	Appendix A part 2 Ruling 45 candidates (L10069, L10155, L10111, L10162, L10094–95); L10148 'eleven'; axis-13 band single witness	DEFERRED.md L3084–3087 (Chat 132 item 3)
F-180	3	OPEN	S	yes	yes	L10171 'the 763 cells … Chapter 24 state the union' — 763 is no cell count and Chapter 24 has no union	DEFERRED.md L3113–3115 (Chat 133 item 2, 20a-02)
F-181	3	OPEN	M	yes	yes	B.3 Si II 3s²np ²P° 0.272 has no Part II row; 'Every flag … has an identified cause' false; 1774 leaves the flag open	DEFERRED.md L3117–3120 (Chat 133 item 3, 20a-03)
F-182	4	OPEN	S	yes	yes	Appendix B work matter: `spectra.py` (L10204), T8-J (L10206), Ruling 45 candidates L10199–208	DEFERRED.md L3122–3124 (Chat 133 item 4)
F-183	3	OPEN	S	yes	yes	392 bracket rows hold 1,748 interior cells vs 1,738 denominators; Register 905 'five of 49' vs B.4's wording	DEFERRED.md L3126–3128 (Chat 133 item 5); L3325 (Chat 142 item 7)
F-184	3	OPEN	S	yes	yes	§24.2 cited at L10286 (×2) and L10303 for ablation costs / Sr I / Sc VI exclusion — targets are §22.2.1, §25.2	DEFERRED.md L3146–3148 (Chat 134 item 1, 21a-01)
F-185	3	OPEN	S	yes	yes	L10303 quotes §24.2 for 'highest measured level is 5s at 696,400 cm⁻¹', a figure with one site in six volumes	DEFERRED.md L3150–3152 (Chat 134 item 2, 21a-02); L3358 (Chat 145 item 2)
