source	member	size_bytes	md5	disposition	target_path	note
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./walk.py	2152	134e5367ef18fdcfd2d0345681d6e4f6	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/walk.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./whatis.py	8082	43f1b9ef5071a4bc856281bec73f54c4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/whatis.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./wkb.py	3204	620073cc7b8ef36db03737b4d50f12bc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/wkb.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./wl.py	3090	3df72ddea0ddb2e5e28db17b01c11750	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/wl.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xc.py	3726	2724d35b5560c78a16568c8d6a3aa5e7	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xc.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xform.py	3089	bfca5304ddedec266f3027d406a685a2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xform.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xpen.py	3702	5d99253ed7a7257cfaf76c13866e462b	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xpen.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xray_cells.py	4995	b408fdfae33db2ba0a0d8534ac89f98d	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xray_cells.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xray_index.py	5648	fcf129f1ebce21d4ac7a27381c9ad047	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xray_index.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./xre.py	2708	ddc942e4d22b4f622a77f41fe178123c	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/xre.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./z_index.py	3448	7268fe9b95b516be5a786fe49e5ee704	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/z_index.py	
drive/The Method Materials/method16_rp_A_instruments.tar.gz	./zeno.py	5050	a88642ddc82ed1cdf8d95875bbbff6ca	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/zeno.py	
drive/The Method Materials/method16_rp_B_data.tar.gz	./ARTEFACT-PASS.md	6586	906e7c6fd17f36fa709896ffc1a8a95e	EXTRACTED	extracted/archives/method16-rp-b-data/ARTEFACT-PASS.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BOARD-REEVALUATED.md	2551	01aebe3400c27d9c001010d5764613c7	EXTRACTED	extracted/archives/method16-rp-b-data/BOARD-REEVALUATED.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BOARD.md	1948	2634c2c093676105853190203a4f48ec	EXTRACTED	extracted/archives/method16-rp-b-data/BOARD.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_7_2-to-next.md	5466	0532874e0112adf4517bb75f1a18033a	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_7_2-to-next.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_7_3-to-next.md	7032	a535b8ed00f3f080018125dcdb9ed28e	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_7_3-to-next.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_8-to-1_7_2.md	7442	fa7f82dfd857f5150c406a027a392c42	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_8-to-1_7_2.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_8_1-to-next.md	7659	ae69792e31c71fca667bd0bfc575c116	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_8_1-to-next.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_8_2-to-next.md	5176	e6bb489b782ff58cf1672cd2a1a10d67	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_8_2-to-next.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./BRIDGE-1_8_3-to-next.md	3113	4c93f02fe3a78e8d52a24ce334d03e5c	EXTRACTED	extracted/archives/method16-rp-b-data/BRIDGE-1_8_3-to-next.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./CHANNELS-NEW.tsv	49481	68999bf68918a15e817dfc4cb4c1f6d7	DUP-OF-EXTRACTED	extracted/archives/spectra-levels-store/deliver/CHANNELS-NEW.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./CHAPTER-LOWDIN.md	9872	dea111db686fdf1d2605820e95ffdd73	EXTRACTED	extracted/archives/method16-rp-b-data/CHAPTER-LOWDIN.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./CHAPTER-THREEBODY.md	5168	4c30f61dabf0a8b166a5cee81fd4a1a6	EXTRACTED	extracted/archives/method16-rp-b-data/CHAPTER-THREEBODY.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./COLLECTION-LOG.md	17132	240df1f1712c7456d30e1311e0e22bca	EXTRACTED	extracted/archives/method16-rp-b-data/COLLECTION-LOG.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./COMPENDIUM-TAIL.md	11179	b63b28878c8d82b27ab86a29ace0b911	EXTRACTED	extracted/archives/method16-rp-b-data/COMPENDIUM-TAIL.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./COMPENDIUM.md	188768	5f72f29f1e5a70f038d647948f161852	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6 — Mathematical Compendium-1.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./COORDINATES.tsv	10849687	3740649d3de817949a75947e8da40608	EXTRACTED	extracted/archives/method16-rp-b-data/COORDINATES.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./D-E-FINDINGS-RAW.txt	502	0eeccee11b0174f2f6a3e2a2d5eb85c5	EXTRACTED	extracted/archives/method16-rp-b-data/D-E-FINDINGS-RAW.txt	
drive/The Method Materials/method16_rp_B_data.tar.gz	./D-E-FINDINGS.md	2820	83a4557b9e187d223f68c5a49823dcf8	EXTRACTED	extracted/archives/method16-rp-b-data/D-E-FINDINGS.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./DIGEST.md	20213	4831968b23b98a5c3f32184b311f7dea	EXTRACTED	extracted/archives/method16-rp-b-data/DIGEST.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./HANDOFF-1_6.md	17404	07b9f64dbb125e6d616aebcd0d8054bf	EXTRACTED	extracted/archives/method16-rp-b-data/HANDOFF-1_6.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./HANDOFF-CERTIFICATE-1_8_2.md	670	d92f038b19405e37ef6f20dadc60ff04	EXTRACTED	extracted/archives/method16-rp-b-data/HANDOFF-CERTIFICATE-1_8_2.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./HANDOFF-CERTIFICATE-1_8_3.md	727	ebd56cb49f80136337c4c010fa92ff49	EXTRACTED	extracted/archives/method16-rp-b-data/HANDOFF-CERTIFICATE-1_8_3.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./HANDOFF-PROTOCOL.md	12222	f40381dbaa510c94a70e228308c4a2ac	EXTRACTED	extracted/archives/method16-rp-b-data/HANDOFF-PROTOCOL.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./HANDOFF.md	6820	0df3c4f74cb1b2c6cc9ce76b26c792cb	EXTRACTED	extracted/archives/method16-rp-b-data/HANDOFF.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./INDICES-TAIL.md	17705	ba14167eac2ac7a125051c13661582c1	EXTRACTED	extracted/archives/method16-rp-b-data/INDICES-TAIL.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./INDICES.md	89393	1d4b5832adab66140f20d897e73d2607	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6 — The Index of Indices-1.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./INTAKE.md	2784	4fa3dac8fd8df43718ac2ba7b7a2e145	EXTRACTED	extracted/archives/method16-rp-b-data/INTAKE.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./LADDER-H-Ar-I-III.tsv	3051	d3b985d0ee6af8727cdb54963150cde1	EXTRACTED	extracted/archives/method16-rp-b-data/LADDER-H-Ar-I-III.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./LITERATURE.md	34901	23de7153b0ee1b258798a6ddf3e20554	EXTRACTED	extracted/archives/method16-rp-b-data/LITERATURE.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./LOWDIN-LITERATURE.md	15740	6a51aaad8a1107f0f8cd1ec21b6d49b4	EXTRACTED	extracted/archives/method16-rp-b-data/LOWDIN-LITERATURE.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./MEASUREMENTS-DERIVED.tsv	90347	921d1659403647fa8a4d5fccbc9d5e87	PRESENT-IN-REPO	drive/The Method Materials/MEASUREMENTS-DERIVED__14H9vbNeE5ZhU3F1ULKJ1UNhxu2gK7xlH.tsv	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./MEASUREMENTS-DERIVED.v1.bak.tsv	43388	c693abeb5b90efa07c7881e75becce29	EXTRACTED	extracted/archives/method16-rp-b-data/MEASUREMENTS-DERIVED.v1.bak.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./MEASUREMENTS-DERIVED.v2.bak.tsv	51346	ebe5474063f04426e7b3e2749a3cf9cb	EXTRACTED	extracted/archives/method16-rp-b-data/MEASUREMENTS-DERIVED.v2.bak.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./MEASUREMENTS-DERIVED.v3.bak.tsv	90128	98ee213a91992b2a164a27ad3e8ccc86	EXTRACTED	extracted/archives/method16-rp-b-data/MEASUREMENTS-DERIVED.v3.bak.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./MEASUREMENTS.tsv	66691	fcb56564f30f0c89a49e909335cda78d	DUP-OF-EXTRACTED	extracted/archives/spectra-levels-store/deliver/MEASUREMENTS.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./MECHANISMS.md	23939	ad463c379a592647ad8b9f299ea276b1	EXTRACTED	extracted/archives/method16-rp-b-data/MECHANISMS.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./NU-AND-DELTA.md	5734	70bc4337fc655c746e6a75443cfde16f	EXTRACTED	extracted/archives/method16-rp-b-data/NU-AND-DELTA.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./NU-DEACTIVATED.md	6575	1cd21546fd2447dcf202225632842726	EXTRACTED	extracted/archives/method16-rp-b-data/NU-DEACTIVATED.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./PAGEMAP.tsv	22098	2e62da3c39a80ec5e21188c03b09b4ca	EXTRACTED	extracted/archives/method16-rp-b-data/PAGEMAP.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./PHYSICS-TAIL.md	8941	0ff0c1af5e5ae9abe697c363f9bdf55c	EXTRACTED	extracted/archives/method16-rp-b-data/PHYSICS-TAIL.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./PHYSICS.md	43519	dc9f8e79f202f4111240937cb0a85496	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6 — The Physics Compendium-1.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./PROPAGATED.json	19337	fe5401744862b0f8f14b34560d6869ed	EXTRACTED	extracted/archives/method16-rp-b-data/PROPAGATED.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./PROVENANCE.md	8109	2b827efc6c07431104ea066c41c222ee	EXTRACTED	extracted/archives/method16-rp-b-data/PROVENANCE.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./QUEUE-LOG.md	25432	9b848ce64cbb694eb5502a4105d0a832	EXTRACTED	extracted/archives/method16-rp-b-data/QUEUE-LOG.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./QUEUE.md	64195	0965c56a93614fa992ca901bf0870254	EXTRACTED	extracted/archives/method16-rp-b-data/QUEUE.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./REGISTER-DATA.md	1145794	383715617f51639935d2db79fb67e10e	EXTRACTED	extracted/archives/method16-rp-b-data/REGISTER-DATA.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./REGISTER.md	1145832	96b5fc2aca602a2d6bc899c93686458e	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6 — The Register.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./RITZ.json	31909	521f68a9abf2cb720918404e6b0bd166	EXTRACTED	extracted/archives/method16-rp-b-data/RITZ.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./SPECTRA-DATA.tsv	58622	e1866b4a293541ef0fbcfc15a0322e83	EXTRACTED	extracted/archives/method16-rp-b-data/SPECTRA-DATA.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./SPECTRA.md	78292	e29ad247cab5f1e9046c209b0dc146d4	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6 — Spectra Compendium-1.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./T8-CENSUS.txt	1395	c99cb5de2b43fde0bc390698a44a7082	PRESENT-IN-REPO	drive/The Method Materials/T8-CENSUS__1lt7565y8BEpeEASQtV3oEIS6yvIeT-Xk.txt	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./T8-D1-RECORD.txt	2171	5833f7c1081a4901d325556cc2d37e78	EXTRACTED	extracted/archives/method16-rp-b-data/T8-D1-RECORD.txt	
drive/The Method Materials/method16_rp_B_data.tar.gz	./T9-CENSUS.tsv	22146	82a5f650802d20dc60994652c1300217	EXTRACTED	extracted/archives/method16-rp-b-data/T9-CENSUS.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./T9-RESIDUE.tsv	24667	3d0d4f31a437255e04a2474d31e7d46a	EXTRACTED	extracted/archives/method16-rp-b-data/T9-RESIDUE.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./T9-TERMS.tsv	3068	0d51b182f389ad4af58a0212b6d41ae2	EXTRACTED	extracted/archives/method16-rp-b-data/T9-TERMS.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./TWO-CHAINS.md	9717	256d9fc17de83e5367d176aa7e84c309	EXTRACTED	extracted/archives/method16-rp-b-data/TWO-CHAINS.md	
drive/The Method Materials/method16_rp_B_data.tar.gz	./The Method 1.6.md	738550	49900cf41f818ab789bb90fc596ac977	PRESENT-IN-REPO	drive/The Method Materials/The Method 1.6.md	byte-identical to a file already tracked
drive/The Method Materials/method16_rp_B_data.tar.gz	./The Method 1.6.pdf	3767085	e171d8a54b5c857a9cafb539ad4de044	EXTRACTED	extracted/archives/method16-rp-b-data/The Method 1.6.pdf	
drive/The Method Materials/method16_rp_B_data.tar.gz	./WALKED.json	26644	566d1aed748f4e5b907012dcf48fb63a	EXTRACTED	extracted/archives/method16-rp-b-data/WALKED.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./WALKED4.json	69527	0ca37ee5e64346ae955b845740fd18e4	EXTRACTED	extracted/archives/method16-rp-b-data/WALKED4.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./XRAY-KL2.tsv	4501	79064139ca26e6432dbe75af666407d4	EXTRACTED	extracted/archives/method16-rp-b-data/XRAY-KL2.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./XRAY-KL3.tsv	4397	f30e734a8a98c1a9d2df740b76d4886a	EXTRACTED	extracted/archives/method16-rp-b-data/XRAY-KL3.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./XRAY-L1M.tsv	3441	2f22939be61f903db39a706923b31894	EXTRACTED	extracted/archives/method16-rp-b-data/XRAY-L1M.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./XRAY-L1M2.tsv	3643	7d6ca33c609eff63c7ec18bec5beb939	EXTRACTED	extracted/archives/method16-rp-b-data/XRAY-L1M2.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./XRAY-L1M3.tsv	3807	d1c934fff1c574c49d2308825d610ed6	EXTRACTED	extracted/archives/method16-rp-b-data/XRAY-L1M3.tsv	
drive/The Method Materials/method16_rp_B_data.tar.gz	./archive_store_gen_v1.py.bak	4968	43c754b9185df44c9617e4521e174b29	EXTRACTED	extracted/archives/method16-rp-b-data/archive_store_gen_v1.py.bak	
drive/The Method Materials/method16_rp_B_data.tar.gz	./archive_store_gen_v2.py.bak	11613	666ac7053dc2fcef24da46939680af62	EXTRACTED	extracted/archives/method16-rp-b-data/archive_store_gen_v2.py.bak	
drive/The Method Materials/method16_rp_B_data.tar.gz	./asd_pass.json	14	05264684494d320a16326d345e7fa358	EXTRACTED	extracted/archives/method16-rp-b-data/asd_pass.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./channels_map.json	7572585	61a84e773e5c372714b742c652722415	EXTRACTED	extracted/archives/method16-rp-b-data/channels_map.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./index_final.json	6588176	8ab9d2137b4618dc45b558f11507a071	EXTRACTED	extracted/archives/method16-rp-b-data/index_final.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./index_viz.json	163012	aa3d01e4cc8c3e81b2783b7cb332a863	EXTRACTED	extracted/archives/method16-rp-b-data/index_viz.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./lattice.json	81186	554c17343f1d42a3940d1d5c38331397	EXTRACTED	extracted/archives/method16-rp-b-data/lattice.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./lattice4.json	470643	e1532f6fcab4c9d47357965dd4fb2820	EXTRACTED	extracted/archives/method16-rp-b-data/lattice4.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./mathreg.json	46947	59df821ab8bd4358425e9506525cd7db	EXTRACTED	extracted/archives/method16-rp-b-data/mathreg.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./survey.json	5260552	68b2a252094dda5a4621fc5848585556	EXTRACTED	extracted/archives/method16-rp-b-data/survey.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./tableI.txt	523719	74885af8de31eb11971255ac8834ff35	EXTRACTED	extracted/archives/method16-rp-b-data/tableI.txt	
drive/The Method Materials/method16_rp_B_data.tar.gz	./unified.json	28	c245e2a553741761ae2ad2c3b9a50a34	EXTRACTED	extracted/archives/method16-rp-b-data/unified.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./vi_best.json	475	e6978b2728b6e4915bfaabdda7043480	EXTRACTED	extracted/archives/method16-rp-b-data/vi_best.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./vi_best2.json	467	96444f7049d1e2321adc2a45cba51d3e	EXTRACTED	extracted/archives/method16-rp-b-data/vi_best2.json	
drive/The Method Materials/method16_rp_B_data.tar.gz	./vi_best3.json	746	43bd9f39a1c06842366509eb40c00a65	EXTRACTED	extracted/archives/method16-rp-b-data/vi_best3.json	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./fig-constraints.png	80457	b70c6d8e78c45ebc67f7afa8cf99ed78	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-constraints.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./fig-pareto-1.png	93080	91218cc0fa441be476be3a26da1fe5b4	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-pareto-1.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./fig-sections.png	48251	ae77e29583882198876b084405be0c80	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-sections.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./fig-silhouette.png	86469	c77af44e050081d40341dbbecce85f3e	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-silhouette.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./fig-tree-1.png	78587	c23cfd7ab768381a1929ce57826d5cb3	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/fig-tree-1.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-channel-map.png	149817	8d145f32fe6314f14365cb25b511f6e8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-channel-map.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-i1-tower.png	63247	5a5a7fcf4790265ebee0cfe877a9e7e9	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i1-tower.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-i2-landscape.png	52410	fe3a1c3eba21229d4896b4edaca037cd	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i2-landscape.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-i3-lambda8.png	43091	62e5b522727b62d205278b194fa70996	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i3-lambda8.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-i4-crossing.png	57973	340b70775094abcf037933dbdff0e1dc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-i4-crossing.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-index-final.png	135718	ae09285bd81e8cb564c89e6a4ea1f32a	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-index-final.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-spectra-grid.png	526505	bb428f6a08939ff5985609d405982745	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-grid.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-spectra-grid4.png	309788	3ffcdd783b5903b936121327d235cb75	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-grid4.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-spectra-lattice.png	585796	48b8546a80c9c3079c5cfe2c1ce2b518	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-spectra-lattice4.png	1097912	97951d346f83e70ac7a6d5db9d4a07ed	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-spectra-lattice4.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-supply.png	242483	c5c778159f8b76476fb116af184597f2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-supply.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures-compendia/fig-survey.png	180505	3434059bc459ef12205f9b1e8f4984b2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures-compendia/fig-survey.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig00.png	40360	e5a9adb112169de45e72dd2f608575f9	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig00.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig01.png	22217	6c7c4e2f13cf9925df8f404f0cb6808a	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig01.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig02.png	19886	e020c0dec18ffe1b28952715a1ba98dc	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig02.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig03.png	177360	7295b0fc143158de6440e840c898dde2	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig03.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig04.png	44402	b31352ff02de5b14f48902580b72ab40	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig04.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig05.png	176976	cfd11bc51260cefd6537372b46c49069	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig05.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig06.png	35015	47429a081975686ebb0c002c26055bc8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig06.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig07.png	47157	8cb82cd1391bb23202a86bc853a6548c	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig07.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig08.png	61083	8f45f283185297b3b71792845f010bdb	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig08.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig09.png	285299	9cde3bd79600cae7e516aabe9c9c3648	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig09.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig10.png	45695	5c10d0eba19d45cd3894ed680e7840ca	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig10.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig11.png	54260	be7f1756521502e813683f2abdef4b90	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig11.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig12.png	41725	9c9d72dad712615da699fb246ac29d18	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig12.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig13.png	45926	3eacd35a182513fe5cb05c5d4d764ff8	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig13.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig14.png	61671	054adae466e9a8ddd6e7893e95a20f7b	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig14.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig15.png	78243	555cc16a47522e2d02f7c85fe6dff38f	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig15.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig16.png	105914	acf7186d444a5f618c71eee5be9f1527	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig16.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig17.png	61431	3c68881b6ec8e5174e3fa2ca81f77b30	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig17.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig18.png	153191	64a4849938b966feb96cab7a654e4e62	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig18.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig19.png	47627	18dbcf4dcf156f0b1e85141daa397279	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig19.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig20.png	61566	d10ff2dd6c767088895e8e79f5c8a241	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig20.png	
drive/The Method Materials/method16_rp_C_figures.tar.gz	./figures/fig21.png	66037	0094450837b6794bd3f9373ddc874758	DUP-OF-EXTRACTED	extracted/archives/restore-point-2-13/figures/fig21.png	
