artefact	family	status	held_as
r2-ch16e.py	instrument	HELD	
r2-ch16f.py	instrument	HELD	
r2-ch16h.py	instrument	HELD	
r2-ch16i.py	instrument	HELD	
r2-ch16k.py	instrument	HELD	
r2-ch16l.py	instrument	HELD	
r2-ch16m.py	instrument	HELD	
r2-ch16n.py	instrument	HELD	
r2-ch16o.py	instrument	HELD	
r2-ch16p.py	instrument	HELD	
r2-ch16q.py	instrument	HELD	
r2-ch16r.py	instrument	HELD	
r2-ch16s.py	instrument	HELD	
r2-ch16t.py	instrument	HELD	
r2-ch16u.py	instrument	HELD	
r2-ch16v.py	instrument	HELD	
r2-ch16w.py	instrument	HELD	
r2-ch16x.py	instrument	HELD	
r2-ch16y.py	instrument	HELD	
r2-ch16z.py	instrument	HELD	
r2-ch17a.py	instrument	HELD	
r2-ch17b.py	instrument	HELD	
r2-ch17c.py	instrument	HELD	
r2-ch17d.py	instrument	HELD	
r2-ch17e.py	instrument	HELD	
r2-ch17f.py	instrument	HELD	
r2-ch18a.py	instrument	HELD	
r2-ch18b.py	instrument	HELD	
r2-ch19a.py	instrument	HELD	
r2-ch19b.py	instrument	HELD	
r2-ch2.py	instrument	HELD	
r2-ch20a.py	instrument	HELD	
r2-ch20b.py	instrument	HELD	
r2-ch21a.py	instrument	HELD	
r2-ch21b.py	instrument	HELD	
r2-ch22a.py	instrument	HELD	
r2-ch22b.py	instrument	HELD	
r2-ch23a.py	instrument	HELD	
r2-ch23b.py	instrument	HELD	
r2-ch24a.py	instrument	HELD	
r2-ch24b.py	instrument	HELD	
r2-ch25a.py	instrument	HELD	
r2-ch25b.py	instrument	HELD	
r2-ch26a.py	instrument	HELD	
r2-ch26b.py	instrument	HELD	
r2-ch27a.py	instrument	HELD	
r2-ch27b.py	instrument	HELD	
r2-ch28a.py	instrument	HELD	
r2-ch28b.py	instrument	HELD	
r2-ch3.py	instrument	HELD	
r2-ch34re.py	instrument	HELD	
r2-ch6.py	instrument	HELD	
r2-ch7.py	instrument	HELD	
r2-ch8.py	instrument	HELD	
r2-ch9.py	instrument	HELD	
r2-chN.py	instrument	IN-CHAT	2026-08/03358ff8-a853-49c0-b5d1-4aa02c7f9bd2.json
r2-lw1.py	instrument	HELD	
r2-scf.py	instrument	HELD	
r2-tb1.py	instrument	HELD	
r2-tools.py	instrument	HELD	
r2-warn.py	instrument	HELD	
r2lib.py	instrument	HELD	
r3-wl.py	instrument	HELD	
r62_subs.py	instrument	IN-CHAT	2026-08/35853492-c129-4d04-ba78-60c8eec18326.json
ratios.py	instrument	IN-CHAT	2026-08/0015184d-d9fb-4917-9ad2-2ebafb232a9f.json
rclose.py	instrument	HELD	
register_cites.py	instrument	HELD	
register_gen.py	instrument	HELD	
register_review.py	instrument	HELD	
regsize.py	instrument	IN-CHAT	2026-08/0015184d-d9fb-4917-9ad2-2ebafb232a9f.json
rop.py	instrument	HELD	
rop16.py	instrument	HELD	
rop_fam.py	instrument	HELD	
roundtrip.py	instrument	HELD	
routh_check.py	instrument	HELD	
ruled_bracket.py	instrument	HELD	
run489.py	instrument	HELD	
run489_45.json	data	HELD	
run489_anomalies.json	data	HELD	
run489_final.json	data	HELD	
run489_results.json	data	IN-CHAT	2026-08/19f0d9d5-fc9b-49ba-ae18-4d247ca50c83.json
scorer.py	instrument	HELD	
seedcensus.py	instrument	HELD	
seedenum3.py	instrument	HELD	
series_gen.py	instrument	HELD	
shape.py	instrument	HELD	
sixpair_screen.py	instrument	HELD	
spectra.md	other	IN-CHAT-BODY	2026-08/21fd1134-011f-4a2d-afa0-8ccc66780c91.json
spectra.py	instrument	HELD	
spectra_F.py	instrument	HELD	
spectra_count.py	instrument	HELD	
split.py	instrument	HELD	
src.md	other	IN-CHAT-BODY	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json
standing.py	instrument	HELD	
stat_lang.py	instrument	HELD	
statlang.py	instrument	HELD	
status.py	instrument	HELD	
store_gen.py	instrument	HELD	
subclose.py	instrument	HELD	
sudoku3.py	instrument	HELD	
sudoku_index.py	instrument	HELD	
tb_audit.py	instrument	HELD	
termaxis.py	instrument	HELD	
termsmod.py	instrument	HELD	
tmp.md	other	IN-CHAT	2026-08/0015184d-d9fb-4917-9ad2-2ebafb232a9f.json
tower-2.py	instrument	HELD	
tower.py	instrument	HELD	
tower3.py	instrument	HELD	
tower_2.py	instrument	IN-CHAT	2026-08/03358ff8-a853-49c0-b5d1-4aa02c7f9bd2.json
traj_index.py	instrument	HELD	
trajectory.py	instrument	HELD	
transitions_intake.py	instrument	IN-CHAT	2026-08/3851d6dc-a805-49de-a922-d81e36fba67c.json
trueres.py	instrument	HELD	
twoheur.py	instrument	HELD	
v2.bak.tsv	data	IN-CHAT	2026-08/56f46bcd-0731-453d-a01b-e0d535a4c7da.json
vi_best.json	data	HELD	
vi_best2.json	data	HELD	
vi_decorrelate.py	instrument	HELD	
vi_final.py	instrument	HELD	
w104.py	instrument	IN-CHAT	2026-08/6d05ce28-ae11-4652-8190-fbb82b2bb598.json
walk.py	instrument	HELD	
xray_index.py	instrument	HELD	
zeno.py	instrument	HELD	
